flight,axis,event_time_active_s,delta_deg,pre_error_deg,post_angle_err_rms_deg,post_angle_abs_err_p95_deg,t63_ms,overshoot_deg,overshoot_pct_of_step,gyro_err_rms_dps,gyro_abs_err_p95_dps,angle_ff_with_sp_rate_pct,gyro_output_help_pct,gyro_p_help_pct,gyro_i_help_pct,gyro_d_damping_pct,gyro_d_opposes_p_pct,gyro_p_rms,gyro_i_rms,gyro_d_rms
1,roll,20.318,20.72,-2.247245,4.7824240251073995,8.126811399999998,242.0,0.783488000000002,3.781312741312751,11.910780254921454,22.048900199999995,60.0,100.0,100.0,0.0,0.0,0.0,45.26096422954406,0.0,0.0
1,roll,21.197,-18.480001,-0.02083499999999816,5.89043089349645,16.251045549999997,232.0,3.415025,18.479571510845695,33.16987196395229,59.58271674999999,27.27272727272727,100.0,100.0,0.0,0.0,0.0,126.0455125274485,0.0,0.0
1,roll,26.417,21.12,-1.550572,7.661760302182416,17.82454075,196.0,1.9303109999999997,9.139730113636363,34.11153978978877,67.22987425,0.0,100.0,100.0,0.0,0.0,0.0,129.6238499120198,0.0,0.0
1,roll,27.237000000000002,-17.04,-3.5099209999999985,8.093173733655115,19.222762000000003,171.0,3.979769000000001,23.35545187793428,39.30916394807773,86.43580850000001,36.36363636363637,100.0,100.0,0.0,0.0,0.0,149.37482082945127,0.0,0.0
1,roll,28.677,15.64,0.6761619999999999,6.133511179687898,13.19480575,231.0,1.8163359999999997,11.613401534526853,19.119173426359367,44.572716,19.230769230769234,100.0,100.0,0.0,0.0,0.0,72.65285826058715,0.0,0.0
1,roll,29.637,-5.76,1.2559749999999994,2.1158610386716297,5.177931600000001,381.0,9.526754,165.39503472222225,14.821522485774084,30.733774400000005,56.52173913043478,100.0,100.0,0.0,0.0,0.0,56.32178487134005,0.0,0.0
1,roll,31.576,-2.84,-1.427851,1.3693492438083519,2.7239758000000003,285.0,2.145949,75.56158450704226,9.579927320441668,15.0191966,90.0,100.0,100.0,0.0,0.0,0.0,36.40372339831088,0.0,0.0
1,roll,34.156,2.96,-1.0091889999999997,2.4349448605653485,3.7016351999999997,113.0,4.213735,142.35591216216216,22.487598561883065,34.344982,57.14285714285714,100.0,100.0,0.0,0.0,0.0,85.45287345605273,0.0,0.0
1,roll,35.996,2.84,1.49982,1.8712472750954716,3.26686325,293.0,1.242293,43.74271126760564,9.878943858675514,18.089562,55.00000000000001,100.0,100.0,0.0,0.0,0.0,37.53998619910693,0.0,0.0
1,roll,37.686,-4.8,-0.4870860000000006,0.6575239358424642,1.3001487000000007,251.0,0.7928990000000002,16.51872916666667,5.811879267739603,11.0455278,53.333333333333336,100.0,100.0,0.0,0.0,0.0,22.085140906592045,0.0,0.0
1,roll,38.646,-1.7000000000000002,-0.6879869999999999,0.9276777043538067,1.9048909,251.0,0.2497529999999999,14.691352941176463,5.731993369646099,10.786774349999996,27.27272727272727,100.0,100.0,0.0,0.0,0.0,21.781574584572233,0.0,0.0
1,roll,40.885,21.04,-1.385072,7.2462330771515315,17.66135435,202.0,0.6329349999999998,3.0082461977186306,30.41762985707123,78.02473430000003,0.0,100.0,100.0,0.0,0.0,0.0,115.58699137612615,0.0,0.0
1,roll,41.795,-21.24,0.4056360000000012,7.7017586559649285,19.36542,192.0,4.1683730000000025,19.625108286252367,41.05489195892929,76.07048649999999,11.76470588235294,100.0,100.0,0.0,0.0,0.0,156.00858766327582,0.0,0.0
1,roll,43.615,-15.439999999999998,0.38547,4.6378572209826565,8.2311649,336.0,0.8976130000000033,5.8135556994818876,11.493997507520161,26.5445115,22.22222222222222,100.0,100.0,0.0,0.0,0.0,43.67718974457828,0.0,0.0
1,roll,44.435,13.479999,0.6380859999999995,5.997406570272317,12.701432999999998,141.0,6.945106000000003,51.52156168557582,32.87982850385927,52.46131729999996,10.0,100.0,100.0,0.0,0.0,0.0,124.94334632892986,0.0,0.0
1,roll,45.245,8.58,5.02403,3.510397798116632,9.453952100000002,122.0,2.7964990000000007,32.593228438228444,22.149026004571823,47.0426912,60.0,100.0,100.0,0.0,0.0,0.0,84.16629782579956,0.0,0.0
1,roll,46.285000000000004,-21.12,1.1711160000000014,7.167794440790361,16.427755349999998,272.0,5.4944880000000005,26.015568181818182,38.96970355094442,65.1196198,14.285714285714285,100.0,100.0,0.0,0.0,0.0,148.0848716901707,0.0,0.0
1,roll,47.765,21.04,1.1907450000000002,7.924214681956283,18.3442518,260.0,2.4654640000000008,11.717984790874528,31.29813717473576,62.51986789999999,16.666666666666664,100.0,100.0,0.0,0.0,0.0,118.93291984267626,0.0,0.0
1,roll,48.594,-21.12,1.4141960000000005,7.611005108154069,15.363530000000004,160.0,4.681359999999998,22.16553030303029,38.5970739838995,61.15702520000001,58.82352941176471,100.0,100.0,0.0,0.0,0.0,146.6688786296579,0.0,0.0
1,roll,49.514,-1.84,2.4246179999999997,9.145001655707611,18.506052499999996,0.0,18.840834,1023.9583695652174,42.10954637907069,83.96099329999997,18.181818181818183,100.0,100.0,0.0,0.0,0.0,160.01627417215346,0.0,0.0
1,pitch,3.584,-2.7199999999999998,1.0911140000000001,1.6614648482476613,3.95769175,507.0,3.9168510000000003,144.001875,9.207101846260658,19.39424675,0.0,100.0,100.0,63.005780346820806,0.0,0.0,42.35266779090269,1.2146305062908558,0.0
1,pitch,4.57,-1.6800000000000002,0.42496,1.0613061366810084,1.7441958000000002,572.0,0.9285490000000003,55.270773809523824,7.24545920373866,13.87717979999999,0.0,100.0,100.0,52.11009174311927,0.0,0.0,33.3291115084011,1.5393770942869562,0.0
1,pitch,5.3790000000000004,-3.799999999999999,-1.2432040000000004,1.7852450943377716,2.9270216,282.0,0.5514410000000005,14.511605263157913,8.36190393788769,16.454993899999998,18.181818181818183,100.0,100.0,32.27722772277228,0.0,0.0,38.4647572770802,1.408869930825417,0.0
1,pitch,6.199,14.559999,-0.41771899999999995,3.451737082384739,7.5755102,245.0,2.3286050000000014,15.99316730722304,15.925521893884843,27.39017299999999,25.0,100.0,100.0,16.550522648083625,0.0,0.0,73.25739920468594,0.879276461437046,0.0
1,pitch,8.919,-3.797742,0.7179880000000001,1.9542800625684005,4.8012317499999995,93.0,2.7576510000000005,72.61291051366841,11.312731455130333,22.090604799999998,25.806451612903224,100.0,100.0,75.591985428051,0.0,0.0,52.03856371088108,0.5178370886627909,0.0
1,pitch,14.778,-8.458205,-1.515532,3.0991653384683353,4.3729248,372.0,2.2948819999999994,27.132021510474143,9.060488385803,16.859002999999998,72.72727272727273,100.0,100.0,47.480620155038764,0.0,0.0,41.67824567397159,1.846389173789488,0.0
1,pitch,16.378,-3.4423950000000003,-2.1893190000000002,3.0556317214675883,4.7042192499999995,440.0,0.0,0.0,17.062043116273436,30.53684025,51.61290322580645,100.0,100.0,27.59259259259259,0.0,0.0,78.48539683215961,0.3801567693770288,0.0
1,pitch,17.238,11.146111,-1.4655269999999998,2.621448420311484,3.820174,251.0,4.230257,37.95276217866483,12.174626880928686,23.3319608,66.66666666666666,100.0,100.0,90.06342494714588,0.0,0.0,56.00328228316896,0.7744558340320852,0.0
1,pitch,18.615000000000002,7.179489,-0.3248749999999998,1.9206927762245687,3.7040477999999997,487.0,0.42303299999999844,5.892243863038141,7.922402628329955,12.807302,42.10526315789473,100.0,100.0,44.3859649122807,0.0,0.0,36.443051713291396,1.0253796535566555,0.0
1,pitch,19.438,-4.880000000000001,0.019894999999999996,1.7944038547009653,3.909190899999999,171.0,1.563059,32.029897540983605,11.913602167482921,20.628997449999993,16.666666666666664,100.0,100.0,16.80532445923461,0.0,0.0,54.80256915276704,0.7141760594275496,0.0
1,pitch,22.457,-23.5,0.8488530000000001,9.218368331561594,21.246101349999996,201.0,0.0,0.0,34.89278727145315,75.14431979999988,0.0,100.0,100.0,43.54304635761589,0.0,0.0,160.50681906163655,1.538976415273469,0.0
1,pitch,26.417,-23.5,1.157547,7.415166005761453,16.58626175,211.0,0.3682230000000004,1.566906382978725,24.777747253435066,50.57245025,14.285714285714285,100.0,100.0,66.39175257731958,0.0,0.0,113.97763507867134,0.28431500895326794,0.0
1,pitch,27.237000000000002,8.8,14.086469000000001,8.142118028275389,21.2673725,197.0,3.6503949999999996,41.48176136363636,35.037520887247524,68.742516,0.0,100.0,100.0,54.991243432574436,0.0,0.0,161.17259293837142,0.5502299462740503,0.0
1,pitch,31.036,-5.640000000000001,1.664169,3.261563390183368,7.4882048,112.0,4.7958929999999995,85.03356382978723,14.571171338035843,29.343583299999995,36.0,100.0,100.0,57.825370675453044,0.0,0.0,67.02738717076323,0.4346330290262101,0.0
1,pitch,31.927,2.16,0.09392600000000006,2.2355948786790116,4.9982415,232.0,0.42373800000000017,19.617500000000007,7.588144918054665,16.464598,62.5,100.0,100.0,47.16006884681583,0.0,0.0,34.90546588783359,0.40352968316669874,0.0
1,pitch,32.836,4.08,-0.33652899999999963,1.27395042655395,2.3440288999999996,356.0,0.7164129999999993,17.559142156862727,6.585888989354347,12.658219399999993,40.0,100.0,100.0,61.45648312611013,0.0,0.0,30.295088669801814,0.5482182839788543,0.0
1,pitch,33.656,1.7599999999999998,0.888457,0.6086784175298423,1.0680821000000003,212.0,0.0,0.0,7.560864581699174,14.2579071,66.66666666666666,100.0,100.0,54.347826086956516,0.0,0.0,34.779976433795156,0.6147420544862569,0.0
1,pitch,35.796,-11.52,0.15836899999999998,4.703779843125846,9.15106825,246.0,3.2308339999999998,28.045434027777777,13.827524598687809,23.895685,33.33333333333333,100.0,100.0,55.87761674718197,0.0,0.0,63.60661182106014,1.160916866816898,0.0
1,pitch,36.636,6.16,0.2945089999999997,1.7698425015279147,3.1470530999999995,206.0,0.8609369999999998,13.976249999999997,7.483386459353683,13.895471299999999,55.00000000000001,100.0,100.0,33.26848249027237,0.0,0.0,34.42357709967276,1.167995348523909,0.0
1,pitch,37.536,3.12,0.05757099999999998,0.8362813217448266,1.5552791499999998,365.0,0.385799,12.365352564102565,6.653942773665947,13.777744099999977,55.55555555555556,100.0,100.0,42.04152249134948,0.0,0.0,30.608136144878124,1.0623988485845823,0.0
1,pitch,38.406,-23.5,-0.01878499999999983,6.051306287534542,13.742005199999998,421.0,0.0,0.0,15.710672939869069,33.4951064,42.10526315789473,100.0,100.0,46.00694444444444,0.0,0.0,72.26909414597111,0.8001661493607738,0.0
1,pitch,39.326,23.5,-0.9041330000000016,8.469201413766239,21.301914599999996,169.0,3.2926469999999988,14.011263829787229,39.53553793195384,82.24013599999998,0.0,100.0,100.0,46.095238095238095,0.0,0.0,181.86347034566512,0.6044964022960632,0.0
1,pitch,40.885,12.12,-0.31944000000000017,3.8141846915725552,7.7702971000000005,236.0,0.04289699999999996,0.35393564356435614,12.071603740448607,21.415794200000004,26.31578947368421,100.0,100.0,24.268502581755595,0.0,0.0,55.52937608532727,0.7298692395046555,0.0
1,pitch,41.735,-11.280000000000001,1.1997550000000015,3.055526907225944,7.446895,183.0,2.328011,20.638395390070922,19.24069073395299,35.706855000000004,0.0,100.0,100.0,63.829787234042556,0.0,0.0,88.50717538277355,0.35166526107723584,0.0
1,pitch,43.635,-13.0,1.4708860000000001,3.10967311576167,6.170199,246.0,1.300725,10.005576923076923,9.490513362103938,18.4887383,37.03703703703704,100.0,100.0,78.01047120418848,0.0,0.0,43.656360741698684,2.280374471717434,0.0
1,pitch,44.445,11.46,1.5766869999999997,4.4654341906807185,11.681999899999997,143.0,1.861312999999999,16.241823734729483,17.861043894112026,34.74269969999999,0.0,100.0,100.0,8.360655737704919,0.0,0.0,82.16079969613581,2.1821711113997115,0.0
1,pitch,47.885,-1.3599999999999999,-0.02430600000000016,1.1661564508197444,2.07446,141.0,2.0909400000000002,153.74558823529415,9.467952330005357,20.487025000000003,42.857142857142854,100.0,100.0,59.61538461538461,0.0,0.0,43.55257963468135,1.326265421842389,0.0
1,pitch,52.334,-21.119999,1.224843,4.400376411961613,9.4031942,312.0,1.9444920000000003,9.206875435931604,12.37262580559896,24.47141359999999,65.625,99.65397923875432,100.0,65.39792387543253,0.0,0.0,56.91407770001347,3.475933026387445,0.0
1,pitch,53.324,23.24,-0.286681999999999,6.502716630652418,15.763938499999997,510.0,4.086556999999999,17.58415232358003,29.467507619321882,53.21001999999999,43.75,99.81378026070763,100.0,19.73929236499069,0.0,0.0,135.5505325233321,3.286201699779318,0.0
1,pitch,59.913000000000004,-4.073099,-1.0985150000000001,2.1161326417684228,2.9755458,201.0,1.877154,46.08662838786879,8.899001957272574,18.067208600000004,21.62162162162162,100.0,100.0,57.84148397976391,0.0,0.0,40.93540798494618,1.857456035032771,0.0
2,roll,3.91,5.250899,-0.249842,3.5730851049228356,9.3598923,127.0,2.7511849999999995,52.39455186626136,19.686409712310397,45.16703380000003,17.24137931034483,100.0,100.0,0.0,0.0,0.0,74.80835579239536,0.0,0.0
2,roll,5.0200000000000005,-1.708306,-0.703004,0.7764040437018772,1.227949,295.0,0.06872000000000011,4.022698509517622,4.842750171644808,9.0519338,29.166666666666668,100.0,100.0,0.0,0.0,0.0,18.402450516305215,0.0,0.0
2,roll,6.9,3.115073,-0.2870400000000002,1.804030044550285,2.8962496,164.0,2.8655589999999997,91.99010745494566,10.659482629692198,22.495983199999994,47.05882352941176,100.0,100.0,0.0,0.0,0.0,40.50603339868293,0.0,0.0
2,roll,7.899,8.567122000000001,0.033500000000000085,3.0119770858250634,5.7928738000000015,487.0,0.0,0.0,10.030839344104391,18.4632021,38.23529411764706,100.0,100.0,0.0,0.0,0.0,38.11718912242559,0.0,0.0
2,roll,9.079,-15.900424000000001,1.3250729999999997,3.637220981521212,6.655436000000001,370.0,5.1186659999999975,32.19200947094239,20.62908518259355,34.566725000000005,81.81818181818183,100.0,100.0,0.0,0.0,0.0,78.39052289166014,0.0,0.0
2,roll,10.979000000000001,1.059455,-0.23025700000000004,0.4318392409802872,0.730544,405.0,0.583631,55.087851772845475,3.9364593795530367,8.289701,55.55555555555556,100.0,100.0,0.0,0.0,0.0,14.958545520438099,0.0,0.0
2,roll,17.298000000000002,4.710769,1.7449080000000006,3.205185790591876,5.051477,210.0,3.2587729999999997,69.17709189306458,8.883036896219966,15.418399,21.62162162162162,100.0,100.0,0.0,0.0,0.0,33.755539691780584,0.0,0.0
2,roll,18.118000000000002,5.632626000000001,1.1884629999999996,3.4269617607705043,5.8841386,394.0,0.0,0.0,13.041511632074366,21.661075800000003,3.0303030303030303,100.0,100.0,0.0,0.0,0.0,49.55774379609316,0.0,0.0
2,roll,18.938,-6.44548,-0.7863370000000005,2.8907399813371155,4.9945530499999995,137.0,3.4366559999999993,53.31885290156822,17.85658552101382,28.4540335,27.77777777777778,100.0,100.0,0.0,0.0,0.0,67.85502414914042,0.0,0.0
2,roll,21.198,5.955812,-1.7929270000000006,2.7728587426345195,4.9161318499999735,207.0,3.6873260000000005,61.91139008417325,15.969493126062288,26.55994535,10.0,100.0,100.0,0.0,0.0,0.0,60.68407324409002,0.0,0.0
2,roll,22.018,9.257938000000001,3.770464,5.9789710365699555,8.503470100000001,137.0,8.617628999999999,93.08367586821167,23.309012119040045,39.7221379,12.903225806451612,100.0,100.0,0.0,0.0,0.0,88.57424465993661,0.0,0.0
2,roll,24.517,2.309447,-1.3759899999999998,1.2300709951742188,1.950819,443.0,0.0,0.0,5.764068996818145,12.255213000000001,41.66666666666667,100.0,100.0,0.0,0.0,0.0,21.9034620299739,0.0,0.0
2,roll,25.337,2.220485,1.3878469999999998,2.5475096700871855,4.638212800000001,212.0,2.9225239999999992,131.61647117634206,8.4500372269182,15.773225549999992,48.57142857142857,100.0,100.0,0.0,0.0,0.0,32.11014115616312,0.0,0.0
2,roll,26.197,-5.318798,-2.034549,2.2029670646617703,3.5296175000000005,301.0,2.9848229999999996,56.118374865900144,11.029091536829638,18.345632199999994,63.1578947368421,100.0,100.0,0.0,0.0,0.0,41.91054718146563,0.0,0.0
2,roll,30.697,6.459506000000001,2.002395,3.185921017860069,5.483368399999975,331.0,1.7304249999999985,26.78881326219061,6.381816646894527,10.479616799999999,80.0,100.0,100.0,0.0,0.0,0.0,24.250902864948912,0.0,0.0
2,roll,31.517,-5.904281,-4.271989,3.199568516675706,6.271535949999999,157.0,3.588179000000001,60.77249710845404,16.286695318683037,28.044003199999995,74.35897435897436,100.0,100.0,0.0,0.0,0.0,61.88944122314065,0.0,0.0
2,roll,33.007,-3.6618769999999996,0.5466659999999999,1.2864913519234566,3.2373316,164.0,0.2382150000000003,6.505270384559621,7.233780870496229,15.9471098,11.11111111111111,100.0,100.0,0.0,0.0,0.0,27.488366826468212,0.0,0.0
2,roll,35.207,1.866891,-0.9285850000000001,5.583370729918594,10.743929,51.0,10.573994999999998,566.3959492011048,24.558413590501907,52.021300099999976,15.625,100.0,100.0,0.0,0.0,0.0,93.32197037426889,0.0,0.0
2,roll,36.796,13.838593,-0.36616099999999996,3.5480100697286376,5.789707599999999,404.0,0.0,0.0,7.442598528253106,14.202025199999996,0.0,100.0,100.0,0.0,0.0,0.0,28.281874014352443,0.0,0.0
2,roll,37.636,-2.2302219999999995,0.7299600000000002,3.729006784438188,6.710173,111.0,4.760843000000001,213.46946626838056,20.705403456719665,38.75646759999999,0.0,100.0,100.0,0.0,0.0,0.0,78.68053208177705,0.0,0.0
2,roll,38.536,-5.128435,2.222028,1.8025173231048175,2.8659977999999997,87.0,6.141616000000001,119.75614393084834,18.519770995761533,27.903494499999994,5.263157894736842,100.0,100.0,0.0,0.0,0.0,70.37512879541875,0.0,0.0
2,roll,39.356,-3.8796555,-1.5818904999999999,4.808924503617794,7.629032849999999,91.0,8.842988,227.93229965908054,19.185671403467936,32.9796735,21.951219512195124,100.0,100.0,0.0,0.0,0.0,72.90555043201282,0.0,0.0
2,roll,41.976,2.6823430000000004,1.775598,3.11775963576305,5.285758549999999,280.0,0.20507600000000004,7.645405527928382,14.93751169188697,26.210236799999983,37.142857142857146,100.0,100.0,0.0,0.0,0.0,56.76254352754493,0.0,0.0
2,roll,43.935,2.987643500000001,0.29211799999999943,3.213607928038854,5.429001700000001,282.0,1.9455504999999995,65.11990135369226,9.033082250044599,16.052771649999997,53.84615384615385,100.0,100.0,0.0,0.0,0.0,34.32571207139618,0.0,0.0
2,roll,51.015,-4.350336,1.1541709999999998,1.1055912475121834,2.1375936499999995,512.0,1.1052229999999996,25.405462934357242,7.480241967719598,13.53632205,11.428571428571429,100.0,100.0,0.0,0.0,0.0,28.42491896017806,0.0,0.0
2,roll,52.974000000000004,2.881105,-0.31175399999999986,1.537044443693025,2.285094,181.0,1.2178330000000006,42.26965001275554,6.81576343400445,13.087397,5.88235294117647,100.0,100.0,0.0,0.0,0.0,25.899900693349284,0.0,0.0
2,roll,54.664,-1.5891170000000001,-2.317704,1.6245884585467605,2.8182656,207.0,1.4241300000000001,89.61769334794103,7.85314430431716,13.633698999999991,8.0,100.0,100.0,0.0,0.0,0.0,29.841947832441363,0.0,0.0
2,roll,55.474000000000004,2.774571,2.46487,2.2043925461452383,3.51027805,531.0,0.33965500000000004,12.241712322373443,7.208605532862005,12.195425849999998,3.4482758620689653,100.0,100.0,0.0,0.0,0.0,27.392700949951948,0.0,0.0
2,roll,57.201,10.778482,-0.5504730000000001,2.9753869613794772,5.150712550000001,380.0,0.4861140000000006,4.510041395439549,9.145656059636236,17.5354742,5.128205128205128,100.0,100.0,0.0,0.0,0.0,34.75349274585553,0.0,0.0
2,roll,58.394,-10.755162,-0.19615399999999994,5.559640080865144,9.186203,251.0,5.155671,47.936711692487755,21.89138818322523,42.988099,23.684210526315788,100.0,100.0,0.0,0.0,0.0,83.18727424586238,0.0,0.0
2,pitch,3.92,-3.023516,0.6883089999999998,1.2530971390338441,2.9870038,97.0,1.2999869999999998,42.995869709305325,9.879601696425897,18.302874700000007,12.5,100.0,100.0,76.52329749103941,0.0,0.0,45.44616681414229,1.791714449533437,0.0
2,pitch,6.602,-15.205462,0.2901,3.8524609875215363,6.757886,239.0,1.4338789999999975,9.43002586833598,9.782397879286185,18.362907050000004,57.14285714285714,99.0791896869245,100.0,59.11602209944752,0.0,0.0,44.999029045293156,2.8757128939786867,0.0
2,pitch,7.4990000000000006,6.180469,-1.1528580000000002,1.1640015077298258,2.2141908,235.0,3.542323999999999,57.31480895705485,16.17959655482702,26.38269459999999,74.28571428571429,100.0,100.0,1.2280701754385965,0.0,0.0,74.42614277845222,2.333484652349307,0.0
2,pitch,9.299,5.995245,-0.399217,2.799660939581776,3.942832399999999,241.0,3.5513450000000004,59.23602788543255,8.160693090619707,16.194295999999998,74.35897435897436,100.0,100.0,39.86135181975737,0.0,0.0,37.539187430786775,0.9122314184015936,0.0
2,pitch,17.158,-4.986243,-0.241377,2.512029336680744,4.057271999999999,271.0,1.9325869999999998,38.75837980619877,8.547058345932049,15.792983399999995,13.513513513513514,100.0,100.0,49.0787269681742,0.0,0.0,39.31646748376622,0.826336329548845,0.0
2,pitch,18.038,-4.659991,-0.18567299999999998,2.8312867785334346,5.49524265,375.0,1.7254519999999989,37.02693846404422,9.994404566740277,19.71207955,5.263157894736842,100.0,100.0,27.712854757929883,0.0,0.0,45.97426032692364,0.606714059003574,0.0
2,pitch,18.858,7.752632999999999,1.0002419999999996,2.244841179378157,4.0030853,222.0,2.023487000000001,26.100642194722766,10.224165777740252,20.439460300000004,21.875,100.0,100.0,18.940609951845907,0.0,0.0,47.03116149704922,0.31846931705007003,0.0
2,pitch,23.978,-5.675788,0.015646999999999966,1.5988284317411718,3.1736560000000003,260.0,0.0,0.0,6.875366439034513,12.6674215,30.303030303030305,100.0,100.0,47.41379310344828,0.0,0.0,31.626684703723754,1.2558773297625323,0.0
2,pitch,24.877,1.9013999999999998,-0.3350419999999996,0.862516155442839,1.2879150999999998,332.0,1.5881700000000003,83.52634900599561,9.775735820823334,18.384784500000002,62.96296296296296,100.0,100.0,13.969335604770016,0.0,0.0,44.96838393410343,0.9293668289292064,0.0
2,pitch,25.837,7.474366,-1.6106159999999998,1.7466950335390046,3.3319492,343.0,5.3995169999999995,72.24046828854782,10.924159688776564,19.698052399999998,61.76470588235294,100.0,100.0,25.665399239543724,0.0,0.0,50.25113373456248,0.22905386920543017,0.0
2,pitch,26.777,-10.010041,-0.4340460000000004,2.5116497641681197,4.0048475,382.0,0.5764340000000008,5.7585578320808155,8.612765674412216,17.9875215,72.97297297297297,100.0,100.0,54.483925549915405,0.0,0.0,39.61872136746202,0.23511703226781874,0.0
2,pitch,30.617,-4.6909659999999995,-1.5129270000000004,2.650693798514338,3.4711660000000006,321.0,1.026739000000001,21.887581363838514,8.113765524889354,16.2639303,67.5,100.0,100.0,68.26446280991736,0.0,0.0,37.32332057373716,0.6216430220411652,0.0
2,pitch,31.437,9.5638455,1.6176289999999995,2.979501124298531,4.772373999999998,310.0,4.525790499999999,47.32186963915299,11.284667517438498,22.95480585,63.1578947368421,100.0,100.0,72.57799671592775,0.0,0.0,51.90946937824885,1.017655644565689,0.0
2,pitch,32.257,-4.5269960000000005,-1.9587069999999995,1.8525230092565543,3.124388599999999,262.0,1.532642,33.85560755962674,9.07631207376056,16.972139799999997,54.83870967741935,100.0,100.0,24.459234608985025,0.0,0.0,41.75103456957067,1.0584826908451843,0.0
2,pitch,35.216,-1.0472199999999998,1.1034540000000002,2.3367419487278704,4.826682,0.0,4.776347000000001,456.0977636026816,12.623163729524025,25.9992304,7.6923076923076925,100.0,100.0,66.47727272727273,0.0,0.0,58.066551909367334,0.7064520114168085,0.0
2,pitch,36.856,-12.12732,0.886255,3.6557711733553333,5.1107035,341.0,2.106783,17.372205895449284,6.851914086400051,13.390616099999999,4.878048780487805,100.0,100.0,63.556338028169016,0.0,0.0,31.51880400505304,1.107707448160727,0.0
2,pitch,37.676,11.359759,3.0975860000000006,4.454841831744452,7.5978112,280.0,1.914508999999999,16.85342972504961,8.54420128442067,17.5176308,3.3333333333333335,100.0,100.0,41.90871369294606,0.0,0.0,39.30332504083905,1.0712512499365097,0.0
2,pitch,38.617,-3.25774,1.249923,0.479939975252877,0.7987396499999996,299.0,1.3849219999999995,42.51174126848673,6.314245571701577,11.509976449999998,0.0,100.0,100.0,68.9407540394973,0.0,0.0,29.04552903407491,0.9720913872056282,0.0
2,pitch,39.776,3.000811,0.204563,1.244894802661369,2.0875626,421.0,0.17660199999999993,5.8851423831757455,7.116748640456664,13.895756200000001,3.3333333333333335,100.0,100.0,73.23232323232324,0.0,0.0,32.73704289598401,1.4635620069080195,0.0
2,pitch,41.936,-6.077234,0.743538,2.605921225182712,4.5667352999999995,285.0,1.1893279999999997,19.570218951582245,8.62327038889381,18.3242245,42.10526315789473,100.0,100.0,39.154411764705884,0.0,0.0,39.667042696190485,1.5800760897064692,0.0
2,pitch,42.855000000000004,-1.4577000000000004,-0.6898789999999999,1.0856215075236644,2.2130693999999993,172.0,0.27283100000000005,18.716539754407627,8.151387089281219,14.838085249999999,50.0,100.0,100.0,35.44520547945205,0.0,0.0,37.496379639534055,1.3757504455434466,0.0
